Time,Year,Month,Day,Hour,AQI,PM2.5,Temp,Hum
2024-05-16 03:00:00,2024,5,16,3,156,75,34,43
2024-05-16 04:00:00,2024,5,16,4,154,73,34,42
2024-05-16 05:00:00,2024,5,16,5,152,70,34,42
2024-05-16 06:00:00,2024,5,16,6,150,68,35,42
2024-05-16 07:00:00,2024,5,16,7,147,65,35,41
2024-05-16 08:00:00,2024,5,16,8,145,63,35,41
2024-05-16 09:00:00,2024,5,16,9,143,60,35,40
2024-05-16 10:00:00,2024,5,16,10,141,58,35,40
2024-05-16 11:00:00,2024,5,16,11,138,55,35,40
2024-05-16 12:00:00,2024,5,16,12,136,53,35,39
2024-05-16 13:00:00,2024,5,16,13,134,50,35,39
2024-05-16 14:00:00,2024,5,16,14,132,48,36,39
2024-05-16 15:00:00,2024,5,16,15,129,47,40,31
2024-05-16 16:00:00,2024,5,16,16,92,33,40,33
2024-05-16 17:00:00,2024,5,16,17,119,43,39,33
2024-05-16 18:00:00,2024,5,16,18,130,47,38,36
2024-05-16 19:00:00,2024,5,16,19,150,57,37,38
2024-05-16 20:00:00,2024,5,16,20,160,74,37,40
2024-05-16 21:00:00,2024,5,16,21,125,66,36,38
2024-05-16 22:00:00,2024,5,16,22,188,127,36,41
2024-05-16 23:00:00,2024,5,16,23,213,163,36,42
2024-05-17 00:00:00,2024,5,17,0,223,173,35,47
2024-05-17 01:00:00,2024,5,17,1,210,155,35,45
2024-05-17 02:00:00,2024,5,17,2,197,138,35,43
2024-05-17 03:00:00,2024,5,17,3,184,121,35,42
2024-05-17 04:00:00,2024,5,17,4,172,103,35,40
2024-05-17 05:00:00,2024,5,17,5,159,86,35,39
2024-05-17 06:00:00,2024,5,17,6,146,69,35,37
2024-05-17 07:00:00,2024,5,17,7,134,52,35,36
2024-05-17 08:00:00,2024,5,17,8,92,33,36,33
2024-05-17 09:00:00,2024,5,17,9,143,53,37,33
2024-05-17 10:00:00,2024,5,17,10,140,52,38,32
2024-05-17 11:00:00,2024,5,17,11,117,42,39,31
2024-05-17 12:00:00,2024,5,17,12,114,41,40,31
2024-05-17 13:00:00,2024,5,17,13,114,40,40,29
2024-05-17 14:00:00,2024,5,17,14,121,44,40,31
2024-05-17 15:00:00,2024,5,17,15,124,45,40,30
2024-05-17 16:00:00,2024,5,17,16,110,39,40,29
2024-05-17 17:00:00,2024,5,17,17,97,34,40,29
2024-05-17 18:00:00,2024,5,17,18,105,37,40,29
2024-05-17 19:00:00,2024,5,17,19,104,36,39,29
2024-05-17 20:00:00,2024,5,17,20,103,36,39,29
2024-05-17 21:00:00,2024,5,17,21,102,36,39,29
2024-05-17 22:00:00,2024,5,17,22,102,35,39,30
2024-05-17 23:00:00,2024,5,17,23,101,35,39,30
2024-05-18 00:00:00,2024,5,18,0,100,35,39,30
2024-05-18 01:00:00,2024,5,18,1,100,34,39,30
2024-05-18 02:00:00,2024,5,18,2,99,34,39,31
2024-05-18 03:00:00,2024,5,18,3,98,34,38,31
2024-05-18 04:00:00,2024,5,18,4,98,33,38,31
2024-05-18 05:00:00,2024,5,18,5,97,33,38,31
2024-05-18 06:00:00,2024,5,18,6,96,33,38,32
2024-05-18 07:00:00,2024,5,18,7,96,32,38,32
2024-05-18 08:00:00,2024,5,18,8,95,32,38,32
2024-05-18 09:00:00,2024,5,18,9,94,32,38,32
2024-05-18 10:00:00,2024,5,18,10,94,32,38,33
2024-05-18 11:00:00,2024,5,18,11,119,42,39,30
2024-05-18 12:00:00,2024,5,18,12,59,16,40,26
2024-05-18 13:00:00,2024,5,18,13,52,16,41,25
2024-05-18 14:00:00,2024,5,18,14,73,22,41,26
2024-05-18 15:00:00,2024,5,18,15,79,25,41,26
2024-05-18 16:00:00,2024,5,18,16,71,21,41,26
2024-05-18 17:00:00,2024,5,18,17,58,15,40,26
2024-05-18 18:00:00,2024,5,18,18,84,28,39,29
2024-05-18 19:00:00,2024,5,18,19,124,45,39,31
2024-05-18 20:00:00,2024,5,18,20,129,47,38,32
2024-05-18 21:00:00,2024,5,18,21,139,51,37,34
2024-05-18 22:00:00,2024,5,18,22,139,51,36,34
2024-05-18 23:00:00,2024,5,18,23,140,52,36,34
2024-05-19 00:00:00,2024,5,19,0,140,53,36,34
2024-05-19 01:00:00,2024,5,19,1,141,54,36,34
2024-05-19 02:00:00,2024,5,19,2,141,55,36,34
2024-05-19 03:00:00,2024,5,19,3,142,56,36,34
2024-05-19 04:00:00,2024,5,19,4,143,57,36,34
2024-05-19 05:00:00,2024,5,19,5,143,58,36,34
2024-05-19 06:00:00,2024,5,19,6,144,59,36,34
2024-05-19 07:00:00,2024,5,19,7,144,60,36,34
2024-05-19 08:00:00,2024,5,19,8,145,61,36,34
2024-05-19 09:00:00,2024,5,19,9,146,62,36,34
2024-05-19 10:00:00,2024,5,19,10,146,63,36,34
2024-05-19 11:00:00,2024,5,19,11,147,64,36,34
2024-05-19 12:00:00,2024,5,19,12,147,65,36,34
2024-05-19 13:00:00,2024,5,19,13,148,66,36,34
2024-05-19 14:00:00,2024,5,19,14,149,66,36,34
2024-05-19 15:00:00,2024,5,19,15,149,67,36,34
2024-05-19 16:00:00,2024,5,19,16,150,68,36,34
2024-05-19 17:00:00,2024,5,19,17,150,69,36,34
2024-05-19 18:00:00,2024,5,19,18,151,70,36,35
2024-05-19 19:00:00,2024,5,19,19,152,71,36,35
2024-05-19 20:00:00,2024,5,19,20,152,72,36,35
2024-05-19 21:00:00,2024,5,19,21,153,73,36,35
2024-05-19 22:00:00,2024,5,19,22,153,74,36,35
2024-05-19 23:00:00,2024,5,19,23,154,75,36,35
2024-05-20 00:00:00,2024,5,20,0,155,76,36,35
2024-05-20 01:00:00,2024,5,20,1,155,77,36,35
2024-05-20 02:00:00,2024,5,20,2,156,78,36,35
2024-05-20 03:00:00,2024,5,20,3,156,79,36,35
2024-05-20 04:00:00,2024,5,20,4,157,80,36,35
2024-05-20 05:00:00,2024,5,20,5,158,81,36,35
2024-05-20 06:00:00,2024,5,20,6,158,81,36,35
2024-05-20 07:00:00,2024,5,20,7,159,82,36,35
2024-05-20 08:00:00,2024,5,20,8,159,83,36,35
2024-05-20 09:00:00,2024,5,20,9,160,84,36,35
2024-05-20 10:00:00,2024,5,20,10,161,85,36,35
2024-05-20 11:00:00,2024,5,20,11,161,86,36,35
2024-05-20 12:00:00,2024,5,20,12,162,87,36,35
2024-05-20 13:00:00,2024,5,20,13,162,88,36,35
2024-05-20 14:00:00,2024,5,20,14,163,89,36,36
2024-05-20 15:00:00,2024,5,20,15,164,90,36,36
2024-05-20 16:00:00,2024,5,20,16,164,91,36,36
2024-05-20 17:00:00,2024,5,20,17,165,92,36,36
2024-05-20 18:00:00,2024,5,20,18,165,93,36,36
2024-05-20 19:00:00,2024,5,20,19,166,94,36,36
2024-05-20 20:00:00,2024,5,20,20,167,95,36,36
2024-05-20 21:00:00,2024,5,20,21,167,96,36,36
2024-05-20 22:00:00,2024,5,20,22,168,97,36,36
2024-05-20 23:00:00,2024,5,20,23,168,97,36,36
2024-05-21 00:00:00,2024,5,21,0,169,98,36,36
2024-05-21 01:00:00,2024,5,21,1,170,99,36,36
2024-05-21 02:00:00,2024,5,21,2,170,100,36,36
2024-05-21 03:00:00,2024,5,21,3,171,101,36,36
2024-05-21 04:00:00,2024,5,21,4,171,102,36,36
2024-05-21 05:00:00,2024,5,21,5,172,103,36,36
2024-05-21 06:00:00,2024,5,21,6,173,104,36,36
2024-05-21 07:00:00,2024,5,21,7,173,105,36,36
2024-05-21 08:00:00,2024,5,21,8,174,106,36,36
2024-05-21 09:00:00,2024,5,21,9,174,107,36,36
2024-05-21 10:00:00,2024,5,21,10,175,108,36,36
2024-05-21 11:00:00,2024,5,21,11,176,109,36,37
2024-05-21 12:00:00,2024,5,21,12,176,110,36,37
2024-05-21 13:00:00,2024,5,21,13,177,111,36,37
2024-05-21 14:00:00,2024,5,21,14,177,112,36,37
2024-05-21 15:00:00,2024,5,21,15,178,112,36,37
2024-05-21 16:00:00,2024,5,21,16,179,113,36,37
2024-05-21 17:00:00,2024,5,21,17,179,114,36,37
2024-05-21 18:00:00,2024,5,21,18,180,115,36,37
2024-05-21 19:00:00,2024,5,21,19,180,116,36,37
2024-05-21 20:00:00,2024,5,21,20,181,117,36,37
2024-05-21 21:00:00,2024,5,21,21,182,118,36,37
2024-05-21 22:00:00,2024,5,21,22,182,119,36,37
2024-05-21 23:00:00,2024,5,21,23,183,120,36,37
2024-05-22 00:00:00,2024,5,22,0,183,121,36,37
2024-05-22 01:00:00,2024,5,22,1,184,122,36,37
2024-05-22 02:00:00,2024,5,22,2,185,123,36,37
2024-05-22 03:00:00,2024,5,22,3,185,124,36,37
2024-05-22 04:00:00,2024,5,22,4,186,125,36,37
2024-05-22 05:00:00,2024,5,22,5,186,126,36,37
2024-05-22 06:00:00,2024,5,22,6,187,127,36,37
2024-05-22 07:00:00,2024,5,22,7,188,128,36,38
2024-05-22 08:00:00,2024,5,22,8,175,103,37,35
2024-05-22 09:00:00,2024,5,22,9,185,121,37,41
2024-05-22 10:00:00,2024,5,22,10,122,59,39,39
2024-05-22 11:00:00,2024,5,22,11,156,66,40,37
2024-05-22 12:00:00,2024,5,22,12,136,50,40,33
2024-05-22 13:00:00,2024,5,22,13,124,45,41,30
2024-05-22 14:00:00,2024,5,22,14,119,43,41,28
2024-05-22 15:00:00,2024,5,22,15,117,42,41,29
2024-05-22 16:00:00,2024,5,22,16,120,43,41,28
2024-05-22 17:00:00,2024,5,22,17,119,43,41,27
2024-05-22 18:00:00,2024,5,22,18,120,43,40,28
2024-05-22 19:00:00,2024,5,22,19,121,44,40,29
2024-05-22 20:00:00,2024,5,22,20,122,44,40,30
2024-05-22 21:00:00,2024,5,22,21,123,45,40,32
2024-05-22 22:00:00,2024,5,22,22,124,45,40,33
2024-05-22 23:00:00,2024,5,22,23,126,46,40,34
2024-05-23 00:00:00,2024,5,23,0,127,46,39,35
2024-05-23 01:00:00,2024,5,23,1,128,47,39,37
2024-05-23 02:00:00,2024,5,23,2,129,48,39,38
2024-05-23 03:00:00,2024,5,23,3,130,48,39,39
2024-05-23 04:00:00,2024,5,23,4,131,49,39,41
2024-05-23 05:00:00,2024,5,23,5,133,49,39,42
2024-05-23 06:00:00,2024,5,23,6,134,50,38,43
2024-05-23 07:00:00,2024,5,23,7,135,50,38,44
2024-05-23 08:00:00,2024,5,23,8,136,51,38,46
2024-05-23 09:00:00,2024,5,23,9,137,51,38,47
2024-05-23 10:00:00,2024,5,23,10,138,52,38,48
2024-05-23 11:00:00,2024,5,23,11,140,53,38,50
2024-05-23 12:00:00,2024,5,23,12,154,62,39,48
2024-05-23 13:00:00,2024,5,23,13,153,61,40,45
2024-05-23 14:00:00,2024,5,23,14,73,27,40,43
2024-05-23 15:00:00,2024,5,23,15,143,52,41,38
2024-05-23 16:00:00,2024,5,23,16,139,51,40,36
2024-05-23 17:00:00,2024,5,23,17,108,38,41,29
2024-05-23 18:00:00,2024,5,23,18,102,36,40,27
2024-05-23 19:00:00,2024,5,23,19,102,36,39,27
2024-05-23 20:00:00,2024,5,23,20,102,36,39,27
2024-05-23 21:00:00,2024,5,23,21,103,36,39,28
2024-05-23 22:00:00,2024,5,23,22,103,36,39,28
2024-05-23 23:00:00,2024,5,23,23,103,36,39,28
2024-05-24 00:00:00,2024,5,24,0,104,36,39,29
2024-05-24 01:00:00,2024,5,24,1,104,36,39,29
2024-05-24 02:00:00,2024,5,24,2,104,37,38,30
2024-05-24 03:00:00,2024,5,24,3,105,37,38,30
2024-05-24 04:00:00,2024,5,24,4,105,37,38,30
2024-05-24 05:00:00,2024,5,24,5,105,37,38,31
2024-05-24 06:00:00,2024,5,24,6,106,37,38,31
2024-05-24 07:00:00,2024,5,24,7,106,37,38,32
2024-05-24 08:00:00,2024,5,24,8,107,37,38,32
2024-05-24 09:00:00,2024,5,24,9,107,37,38,32
2024-05-24 10:00:00,2024,5,24,10,107,38,37,33
2024-05-24 11:00:00,2024,5,24,11,108,38,37,33
2024-05-24 12:00:00,2024,5,24,12,108,38,37,33
2024-05-24 13:00:00,2024,5,24,13,108,38,37,34
2024-05-24 14:00:00,2024,5,24,14,109,38,37,34
2024-05-24 15:00:00,2024,5,24,15,109,38,37,35
2024-05-24 16:00:00,2024,5,24,16,109,38,37,35
2024-05-24 17:00:00,2024,5,24,17,110,38,37,35
2024-05-24 18:00:00,2024,5,24,18,110,39,36,36
2024-05-24 19:00:00,2024,5,24,19,110,39,36,36
2024-05-24 20:00:00,2024,5,24,20,111,39,36,37
2024-05-24 21:00:00,2024,5,24,21,111,39,36,37
2024-05-24 22:00:00,2024,5,24,22,112,39,36,37
2024-05-24 23:00:00,2024,5,24,23,112,39,36,38
2024-05-25 00:00:00,2024,5,25,0,112,39,36,38
2024-05-25 01:00:00,2024,5,25,1,113,39,36,38
2024-05-25 02:00:00,2024,5,25,2,113,40,35,39
2024-05-25 03:00:00,2024,5,25,3,113,40,35,39
2024-05-25 04:00:00,2024,5,25,4,114,40,35,40
2024-05-25 05:00:00,2024,5,25,5,114,40,35,40
2024-05-25 06:00:00,2024,5,25,6,114,40,35,40
2024-05-25 07:00:00,2024,5,25,7,115,40,35,41
2024-05-25 08:00:00,2024,5,25,8,115,40,35,41
2024-05-25 09:00:00,2024,5,25,9,116,41,35,42
2024-05-25 10:00:00,2024,5,25,10,100,35,36,38
2024-05-25 11:00:00,2024,5,25,11,125,45,37,36
2024-05-25 12:00:00,2024,5,25,12,83,29,38,33
2024-05-25 13:00:00,2024,5,25,13,70,24,39,31
2024-05-25 14:00:00,2024,5,25,14,78,25,40,31
2024-05-25 15:00:00,2024,5,25,15,76,24,40,29
2024-05-25 16:00:00,2024,5,25,16,75,23,40,29
2024-05-25 17:00:00,2024,5,25,17,68,20,40,28
2024-05-25 18:00:00,2024,5,25,18,68,20,40,27
2024-05-25 19:00:00,2024,5,25,19,68,20,40,27
2024-05-25 20:00:00,2024,5,25,20,68,20,40,27
2024-05-25 21:00:00,2024,5,25,21,68,20,40,27
2024-05-25 22:00:00,2024,5,25,22,68,20,40,27
2024-05-25 23:00:00,2024,5,25,23,69,20,40,27
2024-05-26 00:00:00,2024,5,26,0,69,20,40,27
2024-05-26 01:00:00,2024,5,26,1,69,20,40,27
2024-05-26 02:00:00,2024,5,26,2,69,20,40,27
2024-05-26 03:00:00,2024,5,26,3,69,20,40,27
2024-05-26 04:00:00,2024,5,26,4,70,21,40,27
2024-05-26 05:00:00,2024,5,26,5,70,21,40,26
2024-05-26 06:00:00,2024,5,26,6,70,21,40,26
2024-05-26 07:00:00,2024,5,26,7,70,21,40,26
2024-05-26 08:00:00,2024,5,26,8,70,21,40,26
2024-05-26 09:00:00,2024,5,26,9,70,21,40,26
2024-05-26 10:00:00,2024,5,26,10,71,21,40,26
2024-05-26 11:00:00,2024,5,26,11,71,21,40,26
2024-05-26 12:00:00,2024,5,26,12,71,21,40,26
2024-05-26 13:00:00,2024,5,26,13,71,21,40,26
2024-05-26 14:00:00,2024,5,26,14,71,21,40,26
2024-05-26 15:00:00,2024,5,26,15,72,22,40,26
2024-05-26 16:00:00,2024,5,26,16,80,26,42,23
2024-05-26 17:00:00,2024,5,26,17,82,27,41,25
2024-05-26 18:00:00,2024,5,26,18,90,31,41,27
2024-05-26 19:00:00,2024,5,26,19,80,28,39,31
2024-05-26 20:00:00,2024,5,26,20,124,45,38,32
2024-05-26 21:00:00,2024,5,26,21,146,54,36,39
2024-05-26 22:00:00,2024,5,26,22,156,65,36,42
2024-05-26 23:00:00,2024,5,26,23,158,68,36,42
2024-05-27 00:00:00,2024,5,27,0,147,62,36,40
2024-05-27 01:00:00,2024,5,27,1,136,57,36,39
2024-05-27 02:00:00,2024,5,27,2,125,52,36,38
2024-05-27 03:00:00,2024,5,27,3,115,47,36,37
2024-05-27 04:00:00,2024,5,27,4,104,42,36,35
2024-05-27 05:00:00,2024,5,27,5,93,37,37,34
2024-05-27 06:00:00,2024,5,27,6,82,32,37,33
2024-05-27 07:00:00,2024,5,27,7,72,27,37,32
2024-05-27 08:00:00,2024,5,27,8,61,22,37,30
2024-05-27 09:00:00,2024,5,27,9,50,17,37,29
2024-05-27 10:00:00,2024,5,27,10,39,12,37,28
2024-05-27 11:00:00,2024,5,27,11,29,7,38,27
2024-05-27 12:00:00,2024,5,27,12,70,21,41,17
2024-05-27 13:00:00,2024,5,27,13,74,23,42,16
2024-05-27 14:00:00,2024,5,27,14,61,17,42,14
2024-05-27 15:00:00,2024,5,27,15,54,13,43,14
2024-05-27 16:00:00,2024,5,27,16,56,14,43,15
2024-05-27 17:00:00,2024,5,27,17,59,16,42,15
2024-05-27 18:00:00,2024,5,27,18,73,22,41,19
2024-05-27 19:00:00,2024,5,27,19,114,41,39,31
2024-05-27 20:00:00,2024,5,27,20,149,57,37,35
2024-05-27 21:00:00,2024,5,27,21,155,63,36,35
2024-05-27 22:00:00,2024,5,27,22,158,69,35,40
2024-05-27 23:00:00,2024,5,27,23,107,49,35,41
2024-05-28 00:00:00,2024,5,28,0,159,71,35,41
2024-05-28 01:00:00,2024,5,28,1,158,69,35,42
2024-05-28 02:00:00,2024,5,28,2,156,68,35,41
2024-05-28 03:00:00,2024,5,28,3,155,67,35,41
2024-05-28 04:00:00,2024,5,28,4,154,66,35,40
2024-05-28 05:00:00,2024,5,28,5,153,65,35,40
2024-05-28 06:00:00,2024,5,28,6,152,65,35,39
2024-05-28 07:00:00,2024,5,28,7,150,64,36,39
2024-05-28 08:00:00,2024,5,28,8,149,63,36,38
2024-05-28 09:00:00,2024,5,28,9,148,62,36,38
2024-05-28 10:00:00,2024,5,28,10,147,61,36,37
2024-05-28 11:00:00,2024,5,28,11,146,61,36,37
2024-05-28 12:00:00,2024,5,28,12,144,60,36,36
2024-05-28 13:00:00,2024,5,28,13,143,59,37,36
2024-05-28 14:00:00,2024,5,28,14,142,58,37,36
2024-05-28 15:00:00,2024,5,28,15,141,57,37,35
2024-05-28 16:00:00,2024,5,28,16,140,57,37,35
2024-05-28 17:00:00,2024,5,28,17,138,56,37,34
2024-05-28 18:00:00,2024,5,28,18,137,55,37,34
2024-05-28 19:00:00,2024,5,28,19,136,54,38,33
2024-05-28 20:00:00,2024,5,28,20,135,53,38,33
2024-05-28 21:00:00,2024,5,28,21,134,53,38,32
2024-05-28 22:00:00,2024,5,28,22,132,52,38,32
2024-05-28 23:00:00,2024,5,28,23,131,51,38,31
2024-05-29 00:00:00,2024,5,29,0,130,50,38,31
2024-05-29 01:00:00,2024,5,29,1,129,49,39,31
2024-05-29 02:00:00,2024,5,29,2,128,49,39,30
2024-05-29 03:00:00,2024,5,29,3,126,48,39,30
2024-05-29 04:00:00,2024,5,29,4,125,47,39,29
2024-05-29 05:00:00,2024,5,29,5,124,46,39,29
2024-05-29 06:00:00,2024,5,29,6,123,45,39,28
2024-05-29 07:00:00,2024,5,29,7,122,45,40,28
2024-05-29 08:00:00,2024,5,29,8,120,44,40,27
2024-05-29 09:00:00,2024,5,29,9,119,43,40,27
2024-05-29 10:00:00,2024,5,29,10,118,42,40,26
2024-05-29 11:00:00,2024,5,29,11,117,41,40,26
2024-05-29 12:00:00,2024,5,29,12,116,41,41,26
2024-05-29 13:00:00,2024,5,29,13,117,42,42,22
2024-05-29 14:00:00,2024,5,29,14,120,43,42,23
2024-05-29 15:00:00,2024,5,29,15,104,37,42,25
2024-05-29 16:00:00,2024,5,29,16,130,47,43,24
2024-05-29 17:00:00,2024,5,29,17,125,45,42,22
2024-05-29 18:00:00,2024,5,29,18,128,46,42,24
2024-05-29 19:00:00,2024,5,29,19,143,58,40,30
2024-05-29 20:00:00,2024,5,29,20,147,56,39,28
2024-05-29 21:00:00,2024,5,29,21,138,50,38,29
2024-05-29 22:00:00,2024,5,29,22,152,59,38,30
2024-05-29 23:00:00,2024,5,29,23,157,67,37,31
2024-05-30 00:00:00,2024,5,30,0,152,57,37,30
2024-05-30 01:00:00,2024,5,30,1,152,58,37,30
2024-05-30 02:00:00,2024,5,30,2,153,60,37,30
2024-05-30 03:00:00,2024,5,30,3,154,61,37,30
2024-05-30 04:00:00,2024,5,30,4,155,63,37,30
2024-05-30 05:00:00,2024,5,30,5,156,65,37,30
2024-05-30 06:00:00,2024,5,30,6,156,66,38,30
2024-05-30 07:00:00,2024,5,30,7,157,68,38,30
2024-05-30 08:00:00,2024,5,30,8,158,70,38,30
2024-05-30 09:00:00,2024,5,30,9,159,71,38,30
2024-05-30 10:00:00,2024,5,30,10,160,73,38,30
2024-05-30 11:00:00,2024,5,30,11,161,75,39,31
2024-05-30 12:00:00,2024,5,30,12,156,65,40,28
2024-05-30 13:00:00,2024,5,30,13,145,54,41,22
2024-05-30 14:00:00,2024,5,30,14,145,54,40,22
2024-05-30 15:00:00,2024,5,30,15,145,54,40,23
2024-05-30 16:00:00,2024,5,30,16,145,54,40,23
2024-05-30 17:00:00,2024,5,30,17,146,55,40,24
2024-05-30 18:00:00,2024,5,30,18,146,55,40,24
2024-05-30 19:00:00,2024,5,30,19,146,55,40,25
2024-05-30 20:00:00,2024,5,30,20,147,55,39,25
2024-05-30 21:00:00,2024,5,30,21,147,56,39,26
2024-05-30 22:00:00,2024,5,30,22,147,56,39,27
2024-05-30 23:00:00,2024,5,30,23,147,56,39,27
2024-05-31 00:00:00,2024,5,31,0,148,56,39,28
2024-05-31 01:00:00,2024,5,31,1,148,57,39,28
2024-05-31 02:00:00,2024,5,31,2,148,57,39,29
2024-05-31 03:00:00,2024,5,31,3,149,57,38,29
2024-05-31 04:00:00,2024,5,31,4,149,57,38,30
2024-05-31 05:00:00,2024,5,31,5,149,58,38,30
2024-05-31 06:00:00,2024,5,31,6,150,58,38,31
2024-05-31 07:00:00,2024,5,31,7,150,58,38,32
2024-05-31 08:00:00,2024,5,31,8,150,59,38,32
2024-05-31 09:00:00,2024,5,31,9,150,59,38,33
2024-05-31 10:00:00,2024,5,31,10,151,59,37,33
2024-05-31 11:00:00,2024,5,31,11,151,59,37,34
2024-05-31 12:00:00,2024,5,31,12,151,60,37,34
2024-05-31 13:00:00,2024,5,31,13,152,60,37,35
2024-05-31 14:00:00,2024,5,31,14,152,60,37,35
2024-05-31 15:00:00,2024,5,31,15,152,60,37,36
2024-05-31 16:00:00,2024,5,31,16,152,61,37,37
2024-05-31 17:00:00,2024,5,31,17,153,61,36,37
2024-05-31 18:00:00,2024,5,31,18,153,61,36,38
2024-05-31 19:00:00,2024,5,31,19,153,61,36,38
2024-05-31 20:00:00,2024,5,31,20,154,62,36,39
2024-05-31 21:00:00,2024,5,31,21,154,62,36,39
2024-05-31 22:00:00,2024,5,31,22,154,62,36,40
2024-05-31 23:00:00,2024,5,31,23,155,63,36,41
2024-06-01 00:00:00,2024,6,1,0,167,87,36,41
2024-06-01 01:00:00,2024,6,1,1,164,84,36,40
2024-06-01 02:00:00,2024,6,1,2,161,81,36,39
2024-06-01 03:00:00,2024,6,1,3,158,78,37,38
2024-06-01 04:00:00,2024,6,1,4,155,75,37,37
2024-06-01 05:00:00,2024,6,1,5,153,73,37,36
2024-06-01 06:00:00,2024,6,1,6,150,70,38,35
2024-06-01 07:00:00,2024,6,1,7,147,67,38,34
2024-06-01 08:00:00,2024,6,1,8,144,64,38,33
2024-06-01 09:00:00,2024,6,1,9,141,61,39,32
2024-06-01 10:00:00,2024,6,1,10,139,59,39,31
2024-06-01 11:00:00,2024,6,1,11,136,56,39,30
2024-06-01 12:00:00,2024,6,1,12,133,53,40,29
2024-06-01 13:00:00,2024,6,1,13,130,50,40,28
2024-06-01 14:00:00,2024,6,1,14,127,47,40,27
2024-06-01 15:00:00,2024,6,1,15,125,45,41,26
2024-06-01 16:00:00,2024,6,1,16,90,30,42,24
2024-06-01 17:00:00,2024,6,1,17,72,22,42,20
2024-06-01 18:00:00,2024,6,1,18,83,27,41,26
2024-06-01 19:00:00,2024,6,1,19,120,43,39,30
2024-06-01 20:00:00,2024,6,1,20,145,54,38,33
2024-06-01 21:00:00,2024,6,1,21,91,31,37,36
2024-06-01 22:00:00,2024,6,1,22,93,31,35,38
2024-06-01 23:00:00,2024,6,1,23,99,35,35,38
2024-06-02 00:00:00,2024,6,2,0,98,34,35,37
2024-06-02 01:00:00,2024,6,2,1,97,34,35,37
2024-06-02 02:00:00,2024,6,2,2,96,33,35,37
2024-06-02 03:00:00,2024,6,2,3,95,33,35,37
2024-06-02 04:00:00,2024,6,2,4,94,32,35,37
2024-06-02 05:00:00,2024,6,2,5,94,32,35,37
2024-06-02 06:00:00,2024,6,2,6,93,32,36,37
2024-06-02 07:00:00,2024,6,2,7,92,31,36,36
2024-06-02 08:00:00,2024,6,2,8,91,31,36,36
2024-06-02 09:00:00,2024,6,2,9,90,30,36,36
2024-06-02 10:00:00,2024,6,2,10,90,30,36,36
2024-06-02 11:00:00,2024,6,2,11,89,30,36,36
2024-06-02 12:00:00,2024,6,2,12,88,29,37,36
2024-06-02 13:00:00,2024,6,2,13,87,29,37,36
2024-06-02 14:00:00,2024,6,2,14,86,28,37,35
2024-06-02 15:00:00,2024,6,2,15,86,28,37,35
2024-06-02 16:00:00,2024,6,2,16,85,28,37,35
2024-06-02 17:00:00,2024,6,2,17,84,27,37,35
2024-06-02 18:00:00,2024,6,2,18,83,27,38,35
2024-06-02 19:00:00,2024,6,2,19,82,26,38,35
2024-06-02 20:00:00,2024,6,2,20,81,26,38,35
2024-06-02 21:00:00,2024,6,2,21,81,26,38,35
2024-06-02 22:00:00,2024,6,2,22,80,25,38,34
2024-06-02 23:00:00,2024,6,2,23,79,25,38,34
2024-06-03 00:00:00,2024,6,3,0,78,24,39,34
2024-06-03 01:00:00,2024,6,3,1,77,24,39,34
2024-06-03 02:00:00,2024,6,3,2,77,24,39,34
2024-06-03 03:00:00,2024,6,3,3,76,23,39,34
2024-06-03 04:00:00,2024,6,3,4,75,23,39,34
2024-06-03 05:00:00,2024,6,3,5,74,22,39,33
2024-06-03 06:00:00,2024,6,3,6,73,22,40,33
2024-06-03 07:00:00,2024,6,3,7,73,22,40,33
2024-06-03 08:00:00,2024,6,3,8,72,21,40,33
2024-06-03 09:00:00,2024,6,3,9,71,21,40,33
2024-06-03 10:00:00,2024,6,3,10,70,20,40,33
2024-06-03 11:00:00,2024,6,3,11,69,20,40,33
2024-06-03 12:00:00,2024,6,3,12,69,20,41,33
2024-06-03 13:00:00,2024,6,3,13,84,28,41,32
2024-06-03 14:00:00,2024,6,3,14,91,31,41,33
2024-06-03 15:00:00,2024,6,3,15,100,35,41,35
2024-06-03 16:00:00,2024,6,3,16,82,26,41,33
2024-06-03 17:00:00,2024,6,3,17,79,25,41,34
2024-06-03 18:00:00,2024,6,3,18,83,27,40,34
2024-06-03 19:00:00,2024,6,3,19,113,40,39,32
2024-06-03 20:00:00,2024,6,3,20,110,39,36,31
2024-06-03 21:00:00,2024,6,3,21,109,38,36,31
2024-06-03 22:00:00,2024,6,3,22,108,38,36,31
2024-06-03 23:00:00,2024,6,3,23,108,38,36,31
2024-06-04 00:00:00,2024,6,4,0,107,37,36,31
2024-06-04 01:00:00,2024,6,4,1,106,37,36,31
2024-06-04 02:00:00,2024,6,4,2,106,37,36,32
2024-06-04 03:00:00,2024,6,4,3,105,37,36,32
2024-06-04 04:00:00,2024,6,4,4,105,36,36,32
2024-06-04 05:00:00,2024,6,4,5,104,36,36,32
2024-06-04 06:00:00,2024,6,4,6,103,36,36,32
2024-06-04 07:00:00,2024,6,4,7,103,36,36,33
2024-06-04 08:00:00,2024,6,4,8,102,35,36,33
2024-06-04 09:00:00,2024,6,4,9,101,35,36,33
2024-06-04 10:00:00,2024,6,4,10,101,35,37,33
2024-06-04 11:00:00,2024,6,4,11,100,35,37,33
